expression	rel	p-value (log[10])
شَرق بَلَد	attr	2.43595658670879
تَفعِيل قَرَار	attr	2.43330449889585
بَعض رَجُل	attr	2.43301363211185
بَعض سِلعَة	attr	2.43301363211185
اِرتِفَاع مُعَدَّل	attr	2.43151323304022
شَأن صَفقَة	attr	2.4306667263091
هَيئَة جَمعِيَّة	attr	2.42949495005198
تَعَامُل شَرِكَة	attr	2.4239396250763
بَعض تَعدِيل	attr	2.41888554296536
بَعض شَيء	attr	2.41888554296536
مَجَال زِرَاعَة	attr	2.41617961982379
شَرق قِطَاع	attr	2.39698907990071
سَبَب إِصَابَة	attr	2.39662151014778
حَجم صَفقَة	attr	2.39452737084355
لَجنَة خُطَّة	attr	2.39152503449495
إِدَارَة صُندُوق	attr	2.39105606611803
حُضُور عَدَد	attr	2.3902606897425
مَصلَحَة وِلَايَة	attr	2.39019740640214
حَدّ عَام	attr	2.38264797876477
وُجُود ضَغط	attr	2.38117720239177
مَجمُوعَة شَرق	attr	2.37113800119418
اِفتِتَاح يَوم	attr	2.36802698263511
مَقَرّ عَمَل	attr	2.36757612069222
مَنصِب رَئِيس	attr	2.36752438054136
مَجَال إِنتَاج	attr	2.36575690435973
كُلّ دَولَة	attr	2.36491492046985
مُمَارَسَة قُوَّة	attr	2.36277903111407
مُعَدَّل طَلَب	attr	2.3624203293231
شِرَاء سَيَّارَة	attr	2.36224057400142
نَائِب أَخ	attr	2.36143957961676
إِدَارَة مِنطَقَة	attr	2.35949659408248
أَزمَة عِرَاق	attr	2.35832730903832
نِيَّة دَولَة	attr	2.3583003946891
إِنشَاء جَامِعَة	attr	2.3582743959009
إِطلَاق بَرنَامَج	attr	2.35334081111948
إِقَامَة مَدرَسَة	attr	2.35018602728276
وَزِير كَهرَبَاء	attr	2.34763511415556
إِجرَاء إِصلَاح	attr	2.34515988698675
مُنَظَّمَة حَقّ	attr	2.34503038939036
قِيَام وِلَايَة	attr	2.34274599694557
نَتِيجَة سِيَاسَة	attr	2.34250580042257
قِطَاع تَأمِين	attr	2.33500044688054
لَجنَة تَحقِيق	attr	2.33242490545582
مَبدَأ سَلَام	attr	2.32670371723743
نِصف عَدَد	attr	2.32421313945891
عِدَّة عَامِل	attr	2.31894800704776
كُلّ سِلعَة	attr	2.31796656593441
شَمَال صِين	attr	2.31070397653201
زِيَادَة رَأس	attr	2.30646610700987
وِزَارَة سِيَاحَة	attr	2.30321899803219
دُخُول مُنتَج	attr	2.29790731748273
مَصلَحَة إِسرَائِيل	attr	2.29745023935618
أَزمَة شَرق	attr	2.29634046884589
إِنشَاء مَشرُوع	attr	2.2927869136062
إِطَار تَنفِيذ	attr	2.29012360946379
قِيَادَة قُوَّة	attr	2.28452790309348
عَمَل مُقَاوَلَة	attr	2.28149067671221
سِعر قَمح	attr	2.28076842999985
تَوسِيع تَعَاوُن	attr	2.27478924868443
اِستِمرَار سِيَاسَة	attr	2.2687434494216
اِتِّحَاد عَامِل	attr	2.26168205312868
تَكلِفَة مَال	attr	2.26137745903287
إِطَار اِتِّفَاقِيَّة	attr	2.25905247661924
بَعض جُندِيّ	attr	2.25795546451188
بَعض عَمِيل	attr	2.25795546451188
إِنشَاء وَحدَة	attr	2.2547623564733
وَقف بِنَاء	attr	2.2547623564733
كُلّ شَخص	attr	2.25432220264752
زِيَادَة تَكلِفَة	attr	2.25399112033476
زِيَادَة نِسبَة	attr	2.25399112033476
رَئِيس دَولَة	attr	2.25183188801995
طَرِيق قِطَاع	attr	2.25170681659819
مُنَظَّمَة تَحرِير	attr	2.25163869561589
عَمَلِيَّة شَحن	attr	2.25086622686765
قِيَام إِسرَائِيل	attr	2.25017819230955
مَجلِس أُمَّة	attr	2.24280907281775
مَركَز إِعلَام	attr	2.24101859375705
اِسم جَمعِيَّة	attr	2.24030683316353
مَوقِف بَلَد	attr	2.23883441170688
إِقرَار مَجلِس	attr	2.23807648652646
إِقَامَة حُكُومَة	attr	2.23301490907436
حَجم عَجز	attr	2.23006431243033
شَرِكَة غَزل	attr	2.22747869437592
أَمِير مِنطَقَة	attr	2.22726374984425
حُكُومَة مِنطَقَة	attr	2.22726374984425
نَشَاط صِنَاعَة	attr	2.22533888460016
حَرَكَة تَبَادُل	attr	2.22349388397377
اِنخِفَاض اِستِثمَار	attr	2.22196572733267
قَانُون اِستِثمَار	attr	2.22196572733267
مَسؤُول بَنك	attr	2.2200960741652
مَصلَحَة شَعب	attr	2.21421278539323
عَدَم اِستِخدَام	attr	2.21230295519752
اِختِيَار حُكُومَة	attr	2.20639732602533
دُخُول إِسرَائِيل	attr	2.20551871661439
جَمِيع سِلعَة	attr	2.2007260308693
مَجَال سِيَاحَة	attr	2.19812217319984
مَجَال غَاز	attr	2.19812217319984
مَجلِس عَمَل	attr	2.19684826010451
قِطَاع مُقَاوَلَة	attr	2.18557620362189
كُلّ عَمِيل	attr	2.17811083156678
كُلّ نَوع	attr	2.17811083156678
مُعَدَّل تَبَادُل	attr	2.17786039804841
حِسَاب بَنك	attr	2.17608390503725
تَرَاجُع صَادِر	attr	2.17546335460835
صِنَاعَة حَدِيد	attr	2.17442120210458
خَفض إِنتَاج	attr	2.17224543700663
نِهَايَة اِجتِمَاع	attr	2.16489234569155
حَرَكَة تَنمِيَة	attr	2.16376215529035
مِنطَقَة جَنُوب	attr	2.16330232946951
جَمعِيَّة عَمَل	attr	2.1594862131336
اِسم جَيش	attr	2.15664416460632
عَلَاقَة حُكُومَة	attr	2.15416177135041
أَزمَة صِنَاعَة	attr	2.1510196384204
وُجُود مُشكِلَة	attr	2.14489980282504
إِصدَار قَرَار	attr	2.13989199020524
مُستَشَار وَزِير	attr	2.13693188101287
إِقَامَة عِرَاق	attr	2.13347096609682
سُوق تَصدِير	attr	2.13058894331996
زِيَادَة طَاقَة	attr	2.12932008915372
بَحث عَدَد	attr	2.12803210925907
قِطَاع بِترُول	attr	2.12012617039835
اِختِيَار رَئِيس	attr	2.11734753819996
زِيَادَة قُدرَة	attr	2.11441856840861
نِصف يَوم	attr	2.11116227689798
حَال سُوق	attr	2.10962253647831
دُخُول سُوق	attr	2.10962253647831
كُلّ سَاعَة	attr	2.10852752586391
تَوسِيع عَلَاقَة	attr	2.10587988190674
اِنتِخَاب حُكُومَة	attr	2.10513009492497
تَطوِير هَيئَة	attr	2.10417094546343
قِيَام بَعض	attr	2.10391336251207
تَصدِير نَفط	attr	2.10263843423675
قُوَّة مُعَارَضَة	attr	2.10247590985048
أَرض مِنطَقَة	attr	2.10183653715361
تَصفِيَة شَرِكَة	attr	2.10015218564859
اِحتِيَاج مِصر	attr	2.09487325307859
بَرنَامَج تَموِيل	attr	2.09367184320931
بَدء عَمَلِيَّة	attr	2.09134091849709
عُضو جَمعِيَّة	attr	2.08706140197718
نَقل بَعض	attr	2.08143851652927
قُوَّة اِستِقرَار	attr	2.07649513700836
وَزِيرَة دَولَة	attr	2.07614227192813
هَيئَة تَنمِيَة	attr	2.07521543028616
عَمَلِيَّة بَيع	attr	2.0712766969637
إِطَار سِيَاسَة	attr	2.06981304254383
إِدَارَة مُؤَسَّسَة	attr	2.06023180205146
نَجَاح حُكُومَة	attr	2.05894499829025
طَرِيق شَرق	attr	2.05174953259467
كُلّ لَاجِئ	attr	2.04454558018011
تَوسِيع اِتِّحَاد	attr	2.04187214940238
عَمَلِيَّة إِنتَاج	attr	2.03999119318321
اِستِخدَام بَعض	attr	2.03831094552789
تَحقِيق وَحدَة	attr	2.03745362813437
وَضع سِيَاسَة	attr	2.03745362813437
اِستِثمَار شَرِكَة	attr	2.03620014484482
وُجُود طَلَب	attr	2.03571822277381
أَهَمِّيَّة نَفط	attr	2.03481833152291
زِيَادَة تَعَامُل	attr	2.0333167006364
صُندُوق تَعَاوُن	attr	2.02401584785478
مُنَظَّمَة مُؤتَمَر	attr	2.0229457461925
تَموِيل قِطَاع	attr	2.0219514364712
جَنُوب مَدِينَة	attr	2.02122087873136
اِستِمرَار حَرب	attr	2.01989277730368
رَفض حُكُومَة	attr	2.01530582608084
دَولَة لُبنَان	attr	2.01387108373278
عَدَد مُستَثمِر	attr	2.01378556712001
شَرِكَة سِيَاحَة	attr	2.01133628610438
إِقَامَة عَلَاقَة	attr	2.00522073208839
مَجلِس رَجُل	attr	2.00349031526289
حَقّ شَعب	attr	2.00240706489591
تَشجِيع اِستِثمَار	attr	2.00226277888437
مَصلَحَة دَولَة	attr	1.99339661056156
سَبَب أَزمَة	attr	1.99314739479311
شَأن رَسم	attr	1.98577335673354
عَدَد مَشرُوع	attr	1.98293343147515
خُطَّة حُكُومَة	attr	1.97395718453744
مُسَاعَدَة حُكُومَة	attr	1.97395718453744
عَمَل قِمَّة	attr	1.97265717004596
بَرنَامَج تَنمِيَة	attr	1.97067887644974
إِنشَاء حُكُومَة	attr	1.96931827255354
إِدَارَة خِدمَة	attr	1.96463403237621
تَموِيل عَمَلِيَّة	attr	1.9619808746575
مُنَاقَشَة مِنطَقَة	attr	1.96047178236559
زِيَادَة مَورِد	attr	1.95977216688425
سِعر شَحن	attr	1.95920189834812
دَور اِتِّحَاد	attr	1.95910253435111
أَجل تَنمِيَة	attr	1.95853464789567
وَقف بَرنَامَج	attr	1.95443459752392
تَنفِيذ إِصلَاح	attr	1.95040953981905
مِنطَقَة غَرب	attr	1.9503066048814
اِتِّفَاقِيَّة صَادِر	attr	1.94770784032217
قَرَار لَجنَة	attr	1.93621646606348
تَحسِين إِدَارَة	attr	1.934879215573
مُؤَسَّسَة دَولَة	attr	1.93175518844333
رَئِيس بَنك	attr	1.9299488285974
خَرِيطَة مِنطَقَة	attr	1.92877260946362
زِيَادَة سَاكِن	attr	1.92543479728078
قَضِيَّة طَاقَة	attr	1.91968782325317
حِزب مُؤتَمَر	attr	1.91754554213478
قِطَاع كَهرَبَاء	attr	1.90183935432345
اِتِّجَاه بَنك	attr	1.89127794506337
كُلّ حَرب	attr	1.89098903762493
حَرَكَة تِجَارَة	attr	1.8905096156765
اِسم مَجمُوعَة	attr	1.88937802251513
طَرِيق سَلَام	attr	1.88413531755314
عَمَلِيَّة مُقَاوَمَة	attr	1.88167568391507
إِدَارَة جَامِعَة	attr	1.8794393509636
نِهَايَة حَرب	attr	1.8684024501746
مُستَوَى دَولَة	attr	1.86469100049038
تَموِيل صَادِر	attr	1.8643941163208
مَوقِع عَمَل	attr	1.86409264607035
بَعض تَنظِيم	attr	1.86334293204272
وَقف عَمَل	attr	1.86235833837758
مَوقِف إِدَارَة	attr	1.85781882402589
وِزَارَة مَال	attr	1.85510983234393
إِعَادَة رَسم	attr	1.85299804725543
رَئِيس تَمثِيل	attr	1.85041899084553
خَفض عَدَد	attr	1.83959129812845
تَعدِيل سِعر	attr	1.82337972792282
مُشَارَكَة شَرِكَة	attr	1.82250331308584
قِطَاع نَفط	attr	1.81398778115314
أَحَد عَامِل	attr	1.80972133875476
حِمَايَة اِستِثمَار	attr	1.80800825449943
سَبَب حَالَة	attr	1.80635691553925
سُوق دَولَة	attr	1.7980384170855
وُصُول وَزِير	attr	1.79044515489845
وِزَارَة نَقل	attr	1.79026606957658
قِيَام إِدَارَة	attr	1.78775148920071
تَقرِير خَارِجِيَّة	attr	1.7840239989583
سِعر بَيع	attr	1.78274601800366
مُعَدَّل فَائِدَة	attr	1.78086332077713
إِدَارَة اِتِّحَاد	attr	1.7787367426601
كُلّ وِلَايَة	attr	1.77288333564519
تَنظِيم عَمَل	attr	1.76890284650109
مَجلِس قِيَادَة	attr	1.76771794086908
سُوق حَدِيد	attr	1.76740467658666
رَئِيس بَعثَة	attr	1.75947164831704
حِصَّة دَولَة	attr	1.75565635294628
إِعَادَة رَهِينَة	attr	1.75548181628857
وَزِير نَفط	attr	1.75045631205625
كُلّ إِنسَان	attr	1.74256934899075
كُلّ مَرحَلَة	attr	1.74256934899075
وَضع بَرنَامَج	attr	1.74112978394891
بَعض نَائِب	attr	1.74077003588039
حُضُور رَئِيس	attr	1.74060112756331
صَادِر مِنطَقَة	attr	1.73716562026704
آلِيَّة عَمَل	attr	1.73324347672955
رَجُل إِنقَاذ	attr	1.72835798335579
نَقل نَفط	attr	1.71861368502167
مَجلِس دَولَة	attr	1.71646077742489
جَمِيع إِجرَاء	attr	1.7162137429456
بَرنَامَج عَمَل	attr	1.70455393508326
دَور مِصر	attr	1.70115824359543
حَقّ دَولَة	attr	1.69795054092292
زِيَادَة طَلَب	attr	1.69488486516216
مِنطَقَة حُكم	attr	1.68889667928966
مَجَال نَقل	attr	1.68850912323095
عَدَم تَحقِيق	attr	1.68238145135698
أَجل وَضع	attr	1.66276146833299
سُوق عَالَم	attr	1.66227196444338
قِيَام بَنك	attr	1.66090443238247
رَئِيس تَحرِير	attr	1.65983590826726
جَانِب شَرِكَة	attr	1.65603411910897
إِحدَى دَولَة	attr	1.6481083713981
نِظَام صَرف	attr	1.63685374212442
إِعَادَة اِحتِلَال	attr	1.629311991507
وَزِير إِسكَان	attr	1.62854500922918
اِنخِفَاض صَادِر	attr	1.62839808657786
كُلّ إِجرَاء	attr	1.62811557135621
كُلّ اِحتِيَاج	attr	1.62703611533911
بِنَاء عَلَاقَة	attr	1.62145827915591
تَشجِيع شَرِكَة	attr	1.61895740595052
مُستَوَى بَنك	attr	1.61801971696838
شَأن اِتِّفَاق	attr	1.61733865416863
حُكُومَة دَولَة	attr	1.61279379883813
بَعض مَصنَع	attr	1.603193344774
بَعض نَشَاط	attr	1.603193344774
بَعض مِنطَقَة	attr	1.5991563569943
شِرَاء بَنك	attr	1.59747166911328
زِيَارَة عَمَل	attr	1.59135887858198
إِنشَاء لَجنَة	attr	1.58970409302559
إِنشَاء شَرِكَة	attr	1.57928428055075
وُجُود إِسرَائِيل	attr	1.57072028790757
سِعر مُنتَج	attr	1.57053997202357
بَرنَامَج تَعَاوُن	attr	1.56661955167951
بِنَاء اِتِّحَاد	attr	1.55982447487112
غُرفَة شَرِكَة	attr	1.55089169799105
رِئَاسَة رَئِيس	attr	1.53863535369312
كُلّ حَقّ	attr	1.52708395510721
مَجلِس هَيئَة	attr	1.52070557175744
مَشرُوع تَنمِيَة	attr	1.52057993743755
حُضُور وَزِير	attr	1.51965820373684
بَعض مُشكِلَة	attr	1.51454963159413
دَولَة مَجمُوعَة	attr	1.51384406815285
رَفع فَائِدَة	attr	1.49624674159868
مَوقِف رَئِيس	attr	1.48982390006347
كُلّ قِطَاع	attr	1.4857383746872
قُوَّة عَمَل	attr	1.47677387850833
دَعم سَلَام	attr	1.47230975745673
نَائِب وَزِير	attr	1.46544186780826
قِطَاع طَاقَة	attr	1.46230629275539
شَرِكَة كَهرَبَاء	attr	1.46163059006246
اِتِّفَاق مِنطَقَة	attr	1.45779355209761
مَجَال تَنمِيَة	attr	1.45588200588037
رَجُل أَمن	attr	1.4541961701254
إِطَار قَانُون	attr	1.44524698074997
لَجنَة عَلَاقَة	attr	1.44255970528685
سَبَب حَرب	attr	1.44141228277097
مَجَال صِحَّة	attr	1.43800727653475
دَعم مَشرُوع	attr	1.43511731714459
جَانِب دَولَة	attr	1.43204545335535
بَعض طَلَب	attr	1.41107746257267
زِيَادَة حَرَكَة	attr	1.40972397181878
جِهَاز حُكُومَة	attr	1.40533632012318
مَنح شَرِكَة	attr	1.40431536466671
بَنك اِستِثمَار	attr	1.39930368869889
جَمِيع قُوَّة	attr	1.37774776752333
رَئِيس اِستِخبَار	attr	1.36905508636476
مَشرُوع اِستِثمَار	attr	1.36531056653013
نَشَاط عَمَل	attr	1.36304347092401
اِجتِمَاع دَولَة	attr	1.35932280976069
إِنشَاء دَولَة	attr	1.3581766143323
عَمَلِيَّة نَقد	attr	1.35799020866241
سِعر بِترُول	attr	1.35531488268173
كُلّ رَمَضَان	attr	1.33680159631458
بِنَاء اِستِثمَار	attr	1.33640863741907
مُنَظَّمَة حِزب	attr	1.33175349212156
قَانُون بَنك	attr	1.32958188302448
إِجمَالِيّ اِستِثمَار	attr	1.32153529017862
مَجلِس طَاقَة	attr	1.32096560327018
بَعض وِزَارَة	attr	1.32083892555294
جَانِب بَنك	attr	1.31578336888188
حَدّ سِعر	attr	1.3045985642068
اِتِّجَاه دَولَة	attr	1.3009401303354
وَزِير اِقتِصَاد	attr	1.29958573874443
قَضِيَّة أَمن	attr	1.27966792880796
قِيَام شَرِكَة	attr	1.23992782028317
وُجُود حِزب	attr	1.23378426580237
جَمِيع دَولَة	attr	1.22701649456397
إِجرَاء اِستِثمَار	attr	1.22560958747118
سَبَب وَضع	attr	1.21289488477348
دُخُول شَرِكَة	attr	1.19944489366903
مُدِير شَرِكَة	attr	1.19944489366903
رَئِيس مَجمُوعَة	attr	1.19866098143692
دَور دَولَة	attr	1.1973533725835
مَجلِس غُرفَة	attr	1.18254588554416
عُضو حِزب	attr	1.18118618691966
مَجَال وَضع	attr	1.176411516629
بِدَايَة عَمَل	attr	1.17470533268028
وِزَارَة تَعَاوُن	attr	1.16948867260528
جَانِب حُكُومَة	attr	1.16850178141995
بَعض عَامِل	attr	1.15310171820635
قَرَار وَزِير	attr	1.15059139710586
كُلّ سَنَة	attr	1.15056167407265
مَشرُوع تَعَاوُن	attr	1.13685510199266
وِكَالَة أَمن	attr	1.12395948745115
كُلّ مَدِينَة	attr	1.11545139591109
حَدّ دَولَة	attr	1.10783272173121
كَافَّة دَولَة	attr	1.10783272173121
جَانِب مَجلِس	attr	1.09367963454158
أَحَد بَنك	attr	1.06760286882892
كُلّ صِنَاعَة	attr	1.05350299456264
إِنشَاء مَجلِس	attr	1.04337464295565
عَمَل دَولَة	attr	1.03851630722175
كُلّ طَائِرَة	attr	1.02047622353079
وَزِير اِتِّصَال	attr	1.02025061287356
جِهَاز دَولَة	attr	0.993554833816676
رَجُل صِنَاعَة	attr	0.987170184287583
حَجم مَشرُوع	attr	0.98294243117268
عِدَّة دَولَة	attr	0.976419963911982
مَجَال تِجَارَة	attr	0.958443639724353
وِزَارَة صِنَاعَة	attr	0.920668167497072
اِسم رَئِيس	attr	0.889809046630915
مَجَال عَمَل	attr	0.885227718820945
تَنفِيذ اِستِثمَار	attr	0.8796508865602
بَعض قِطَاع	attr	0.878137523895019
شَأن أَمن	attr	0.871609207839744
عُضو حُكُومَة	attr	0.836509801710314
مَنع عَمَل	attr	0.797888900179117
رَئِيس إِدَارَة	attr	0.797622923784091
زِيَادَة مَشرُوع	attr	0.786587466186241
رَئِيس سُلطَة	attr	0.746097701755426
تَطوِير عَمَل	attr	0.74267602645337
اِسم شَرِكَة	attr	0.729642899306868
سِعر سُوق	attr	0.712688569711161
عَدَد شَرِكَة	attr	0.695509038179342
بَعض عَلَاقَة	attr	0.693462259642099
وَزِير تَنمِيَة	attr	0.679743725377614
رَئِيس مُنَظَّمَة	attr	0.678309668856352
وَزِير مَال	attr	0.644058205443249
شَأن سِعر	attr	0.633909992548083
كُلّ حِزب	attr	0.625660197426718
وِزَارَة عَمَل	attr	0.610102531436975
وَزِير دَولَة	attr	0.606394609055341
بَعض صِنَاعَة	attr	0.60589130941007
رَئِيس مَركَز	attr	0.605115181306294
شَرِكَة مِنطَقَة	attr	0.591241533078827
بَعض بَنك	attr	0.512383817801091
وَزِير إِسرَائِيل	attr	0.509410799790385
زِيَادَة تِجَارَة	attr	0.496041051065535
إِطَار عَمَل	attr	0.494115078021746
مَجلِس حِزب	attr	0.468708437792786
كُلّ بَنك	attr	0.458446913638367
وَزِير تَعَاوُن	attr	0.390195201669699
وَزِير عَمَل	rep	0
رَئِيس مِنطَقَة	rep	0
